Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Transaction Month
TXN_4413506,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-29,October
TXN_1057209,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-09-17,September
TXN_9534685,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-27,April
TXN_4893692,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-02,January
TXN_5680629,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-04-30,April
TXN_2494194,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-02-11,February
TXN_4737392,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-17,February
TXN_9538738,Coffee,4.0,2.0,8.0,Cash,In-store,2023-09-25,September
TXN_1854102,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-18,July
TXN_3109692,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-06-21,June
TXN_5395229,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-11-29,November
TXN_8918902,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-05-22,May
TXN_8837375,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-11-21,November
TXN_3952218,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-04-07,April
TXN_3225552,Salad,1.0,5.0,5.0,Cash,In-store,2023-05-16,May
TXN_7950226,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-13,October
TXN_9086541,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-15,February
TXN_1817596,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-11-04,November
TXN_7644786,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-20,January
TXN_8017969,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-26,March
TXN_6667388,Juice,3.0,3.0,9.0,Cash,In-store,2023-08-14,August
TXN_3488611,Tea,1.0,1.5,1.5,Cash,In-store,2023-02-13,February
TXN_3109334,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-06,April
TXN_9425645,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-19,March
TXN_2461238,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-01-29,January
TXN_4692976,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-06,November
TXN_6747376,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-20,November
TXN_3689335,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-12-11,December
TXN_9662568,Tea,5.0,1.5,7.5,Cash,In-store,2023-10-30,October
TXN_5470087,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-11,October
TXN_3717372,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-02-15,February
TXN_6727985,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-06-16,June
TXN_1755661,Salad,5.0,5.0,25.0,Cash,In-store,2023-07-14,July
TXN_9899571,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-02-18,February
TXN_5692316,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-06-22,June
TXN_2062269,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-08,September
TXN_2160316,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-10-24,October
TXN_4220743,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-22,October
TXN_2726843,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-05-31,May
TXN_9969283,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-10-26,October
TXN_8540115,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-06-26,June
TXN_8313892,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-29,November
TXN_3131761,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-10-18,October
TXN_1243964,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-12-01,December
TXN_1856112,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-06-08,June
TXN_4532651,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-13,September
TXN_4083736,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-08-21,August
TXN_4493176,Tea,3.0,1.5,4.5,Cash,In-store,2023-10-14,October
TXN_6712994,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-02,October
TXN_1840566,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-01-05,January
TXN_6257776,Juice,5.0,3.0,15.0,Cash,In-store,2023-10-28,October
TXN_9039165,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-03-10,March
TXN_3869150,Cookie,3.0,1.0,3.0,Cash,In-store,2023-03-26,March
TXN_3604156,Coffee,20.0,2.0,10.0,Credit Card,Takeaway,2023-11-08,November
TXN_2018236,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-04-19,April
TXN_4430176,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-27,August
TXN_6073195,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-13,September
TXN_4178872,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-01-25,January
TXN_8836650,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-05-22,May
TXN_5882584,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-09-16,September
TXN_4291132,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-07,August
TXN_1622123,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-01-05,January
TXN_2878078,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-15,December
TXN_7134579,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-06,June
TXN_6921057,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-07-10,July
TXN_2335088,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-27,October
TXN_9778859,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-06-05,June
TXN_3850274,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-08,September
TXN_4428448,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-04,February
TXN_1062822,Juice,18.0,3.0,6.0,Credit Card,In-store,2023-06-28,June
TXN_6386662,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-04,December
TXN_5491825,Juice,4.0,3.0,12.0,Cash,In-store,2023-06-09,June
TXN_5330930,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-07-12,July
TXN_5580933,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-10-19,October
TXN_3326110,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-13,August
TXN_5455079,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-30,November
TXN_5526475,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-06,May
TXN_3800253,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-01-15,January
TXN_9169782,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-09-18,September
TXN_4639621,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-10-12,October
TXN_4432823,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-02-10,February
TXN_8138157,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-05-07,May
TXN_4134478,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-25,June
TXN_4997327,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-03-19,March
TXN_4049949,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-11-06,November
TXN_7296498,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-05-19,May
TXN_4706042,Salad,5.0,5.0,25.0,Cash,In-store,2023-12-01,December
TXN_2488987,Tea,5.0,1.5,7.5,Cash,In-store,2023-06-12,June
TXN_6708156,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-11-26,November
TXN_7616002,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-11-08,November
TXN_1865735,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-22,September
TXN_5396450,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-09,December
TXN_5881757,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-08-15,August
TXN_3404479,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-23,August
TXN_5342589,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-04-06,April
TXN_1987212,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-04-07,April
TXN_5303275,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-09-18,September
TXN_9193760,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-01-20,January
TXN_8541074,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-08,November
TXN_1075183,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-01-09,January
TXN_9316158,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-10-31,October
TXN_8207244,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-05-04,May
TXN_2346001,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-08-21,August
TXN_2814866,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-29,July
TXN_8454044,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-27,May
TXN_8321092,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-09-28,September
TXN_2560137,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-10-13,October
TXN_7350571,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-02-19,February
TXN_3915802,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-12-16,December
TXN_5019143,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-21,February
TXN_1785371,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-01-16,January
TXN_6441650,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-06,September
TXN_2493262,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-01-03,January
TXN_6038791,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-06,March
TXN_1335337,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-09-06,September
TXN_2275914,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-10-24,October
TXN_6258276,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-01-29,January
TXN_2340312,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-30,July
TXN_6066433,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-06-17,June
TXN_1872922,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-16,July
TXN_7730388,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-09-09,September
TXN_3330377,Coffee,5.0,2.0,10.0,Cash,In-store,2023-05-08,May
TXN_3147198,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-02-04,February
TXN_6363897,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-11-26,November
TXN_1893222,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-12-20,December
TXN_9262803,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-04,October
TXN_6577035,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-05-20,May
TXN_9970966,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-09-09,September
TXN_5624179,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-26,October
TXN_3450160,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-10-23,October
TXN_4075432,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-12,September
TXN_2023802,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-28,February
TXN_5130399,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-10-21,October
TXN_6745832,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-10-02,October
TXN_7560989,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-06-16,June
TXN_9367492,Tea,2.0,1.5,3.0,Cash,In-store,2023-06-19,June
TXN_3115258,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-12-06,December
TXN_8182245,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-24,October
TXN_3970335,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-01,September
TXN_6376630,Juice,2.0,3.0,6.0,Cash,In-store,2023-01-24,January
TXN_7100596,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-09-14,September
TXN_1481116,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-26,February
TXN_9454212,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-19,November
TXN_3648327,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-08-17,August
TXN_6188394,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-05,October
TXN_2553803,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-29,December
TXN_5700545,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-05-25,May
TXN_8018479,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-09-15,September
TXN_9465300,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-09-01,September
TXN_3046108,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-15,January
TXN_5998419,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-26,September
TXN_4454198,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-08-22,August
TXN_5855756,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-08-29,August
TXN_5182399,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-09-08,September
TXN_6758675,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-11-05,November
TXN_1962275,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-26,May
TXN_9530003,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-08-24,August
TXN_2347596,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-12-27,December
TXN_6215303,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-08-20,August
TXN_5524352,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-01-05,January
TXN_6668414,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-29,December
TXN_1525046,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-12-02,December
TXN_9867948,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-07,October
TXN_8512466,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-02-10,February
TXN_9663990,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-01-06,January
TXN_7681072,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-07,July
TXN_3099191,Salad,50.0,5.0,10.0,Digital Wallet,Takeaway,2023-05-19,May
TXN_8789986,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-09-21,September
TXN_8382825,Coffee,5.0,2.0,10.0,Cash,In-store,2023-01-20,January
TXN_4486700,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-02-08,February
TXN_2668108,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-23,September
TXN_5085328,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-02-03,February
TXN_6023823,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-04-20,April
TXN_6541659,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-01-29,January
TXN_3203928,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-12-04,December
TXN_3443235,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-10-11,October
TXN_6191769,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-17,May
TXN_6110386,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-03-17,March
TXN_7355635,Juice,3.0,3.0,9.0,Cash,In-store,2023-12-21,December
TXN_2944518,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-14,September
TXN_9169536,Juice,5.0,3.0,15.0,Cash,In-store,2023-06-10,June
TXN_8257774,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-04,March
TXN_3873718,Salad,1.0,5.0,5.0,Cash,In-store,2023-03-07,March
TXN_8767676,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-11-30,November
TXN_1225638,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-05-28,May
TXN_5050111,Salad,3.0,5.0,15.0,Cash,In-store,2023-06-13,June
TXN_5508620,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-08-26,August
TXN_7864080,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-11-12,November
TXN_6066883,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-12-21,December
TXN_6034785,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-17,June
TXN_7818024,Juice,3.0,3.0,9.0,Cash,In-store,2023-08-16,August
TXN_2463115,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-12,September
TXN_9948425,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-21,November
TXN_2540440,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-12-30,December
TXN_2006923,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-05-31,May
TXN_6762172,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-01-19,January
TXN_6638051,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-11-05,November
TXN_9834329,Sandwich,16.0,4.0,4.0,Cash,In-store,2023-09-17,September
TXN_9172616,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-11-21,November
TXN_8867300,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-05-06,May
TXN_6987950,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-05-04,May
TXN_9967728,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-01-30,January
TXN_5591967,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-04-08,April
TXN_5861158,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-11-21,November
TXN_7501002,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-08-23,August
TXN_2848654,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-15,March
TXN_2406254,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-11-12,November
TXN_3034652,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-04,November
TXN_2710779,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-09-30,September
TXN_2333576,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-11-22,November
TXN_6330369,Juice,1.0,3.0,3.0,Cash,In-store,2023-01-25,January
TXN_7852032,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-03-19,March
TXN_7189368,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-01-22,January
TXN_6306655,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-22,January
TXN_6607568,Coffee,2.0,2.0,4.0,Cash,In-store,2023-03-24,March
TXN_8245906,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-02-08,February
TXN_9837568,Salad,5.0,5.0,25.0,Cash,In-store,2023-04-17,April
TXN_9603263,Cookie,5.0,1.0,5.0,Cash,In-store,2023-05-02,May
TXN_9425610,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-01-08,January
TXN_8092496,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-03-11,March
TXN_9749333,Cookie,5.0,1.0,5.0,Cash,In-store,2023-02-27,February
TXN_2771364,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-01-23,January
TXN_5180326,Juice,36.0,3.0,12.0,Digital Wallet,In-store,2023-04-26,April
TXN_7376092,Cookie,4.0,1.0,4.0,Cash,In-store,2023-11-07,November
TXN_9279347,Sandwich,80.0,4.0,20.0,Credit Card,Takeaway,2023-02-27,February
TXN_8278982,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-06,September
TXN_7686476,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-03,January
TXN_4283563,Tea,2.0,1.5,3.0,Cash,In-store,2023-05-04,May
TXN_1926278,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-29,July
TXN_3981000,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-24,May
TXN_6167259,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-04-14,April
TXN_7068653,Cookie,2.0,1.0,2.0,Cash,In-store,2023-06-05,June
TXN_1572930,Coffee,3.0,2.0,6.0,Cash,In-store,2023-07-17,July
TXN_2788797,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-03-23,March
TXN_4255767,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-05-25,May
TXN_7367474,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-01,January
TXN_7551097,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-12,June
TXN_1546695,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-03-06,March
TXN_4567455,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-02-01,February
TXN_7958487,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-01-20,January
TXN_2864420,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-07-12,July
TXN_1498343,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-03-31,March
TXN_3107619,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-31,May
TXN_7380217,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-09-10,September
TXN_3195132,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-08-26,August
TXN_9001088,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-08-19,August
TXN_2101437,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-08-27,August
TXN_7411993,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-11,February
TXN_2879092,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-05-22,May
TXN_8791641,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-01-25,January
TXN_4679593,Juice,1.0,3.0,3.0,Cash,In-store,2023-01-10,January
TXN_1907250,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-15,November
TXN_8504764,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-02-19,February
TXN_1630051,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-17,March
TXN_2566258,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-06-08,June
TXN_5785600,Salad,5.0,5.0,25.0,Cash,In-store,2023-12-10,December
TXN_4864206,Cookie,5.0,1.0,5.0,Cash,In-store,2023-03-18,March
TXN_4360040,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-11-15,November
TXN_9490163,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-02-23,February
TXN_2640727,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-05,March
TXN_9927061,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-17,October
TXN_5113993,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-02-10,February
TXN_2192787,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-01,January
TXN_2127588,Juice,4.0,3.0,12.0,Cash,In-store,2023-07-17,July
TXN_5284338,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-03-30,March
TXN_8108748,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-06-19,June
TXN_5538713,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-09-20,September
TXN_5949811,Tea,4.5,1.5,3.0,Digital Wallet,In-store,2023-02-21,February
TXN_2565449,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-10-04,October
TXN_7264039,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-09-19,September
TXN_9224501,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-12-08,December
TXN_5767393,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-11,September
TXN_2628024,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-05-02,May
TXN_4638629,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-02-10,February
TXN_9287133,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-20,April
TXN_6223786,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-07-05,July
TXN_5460750,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-07-31,July
TXN_6792445,Juice,27.0,3.0,9.0,Cash,Takeaway,2023-12-03,December
TXN_2543138,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-05-20,May
TXN_7134064,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-04-04,April
TXN_9201988,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-05-14,May
TXN_5486063,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-05-21,May
TXN_2285849,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-09-10,September
TXN_9577271,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-30,September
TXN_6568536,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-29,December
TXN_6802372,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-07-20,July
TXN_2624121,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-01-28,January
TXN_8994477,Coffee,3.0,2.0,6.0,Cash,In-store,2023-04-19,April
TXN_7868879,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-05-02,May
TXN_8321225,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-08-20,August
TXN_1439390,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-02-14,February
TXN_9373436,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-06,April
TXN_6243519,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-03-03,March
TXN_8668901,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-30,June
TXN_4903004,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-12-03,December
TXN_2195218,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-10,September
TXN_9678108,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-10-10,October
TXN_3206876,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-07,November
TXN_3064922,Salad,50.0,5.0,10.0,Cash,In-store,2023-11-12,November
TXN_7362525,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-06-09,June
TXN_2161341,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-03-12,March
TXN_8753888,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-12-25,December
TXN_3265596,Tea,1.0,1.5,1.5,Cash,In-store,2023-12-28,December
TXN_2815691,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-02-06,February
TXN_8956534,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-06-05,June
TXN_7957208,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-14,April
TXN_6851213,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-05-19,May
TXN_7127903,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-11-27,November
TXN_7543722,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-08-26,August
TXN_7952680,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-06-09,June
TXN_8556062,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-08-07,August
TXN_8429412,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-06-23,June
